stratum,outcome,estimator,spec,family,bheard_bound,episode_set,n_episodes,n_districts,post_window,draw_post_window,first_week_chi2,first_week_mean_coef,first_week_mean_se,path_coefs,path_ses,n_first_week_coefs,p_randomization,p_asymptotic,p_bh_adjusted,ri_scheme,ri_exact,n_draws,n_admissible_starts,null_sd,n_obs,status,note,data_source,null_certified,draws_requested,draws_prespecified,calibration_sims,calibration_scheme,freeze_active_at_run,overwrite_reason
C1_clean,mh_narrow,PPML_count_offset,sens_geocoding_clean,sensitivity,early,primary_minus_1_break_window(s),14,59.0,14,14,17.564408532194776,0.0028175216452525666,0.01427025401657572,"[0.0016506618090711637, 0.029013421912373084, 0.012992558687697466, -0.00479278940182136, 0.029056731814335393, -0.025435453534635215, 0.0012258814995832912, -0.021170839624583295]","[0.015818161927214733, 0.016459275829825055, 0.019559355101591052, 0.020129989500777157, 0.020666548199315286, 0.019204515943286506, 0.019226147041977976, 0.02021655527457685]",8.0,0.07296351824087956,0.02474008763803428,,circular_within_block_fw7,0.0,2000,685.0,5.3576357692881835,21417.0,OK,nan missing_district_step 2016-01-01,REAL,True,2000,2000,1000,circular_within_block_fw7,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C1_clean,cardiac_share,OLS_share,sens_coverage_clean,sensitivity,early,primary_minus_2_break_window(s),13,59.0,14,14,15.188158515594072,0.002022143685793779,0.0014670266512633629,"[0.0017860121701265199, 0.0023182292346599275, 0.0005578704518681996, -0.001092175210434479, 0.0032391565389726096, 0.0014629271268639344, 0.004183930168160894, 0.0037211990061326275]","[0.0017671099076706819, 0.0019277331884340518, 0.002057109007825796, 0.0017031321810248828, 0.0017530923224658688, 0.0019415555378888367, 0.002609352224612756, 0.002027489941428533]",8.0,0.16391804097951024,0.055588454160966284,,circular_within_block_fw7,0.0,2000,685.0,5.783417682382374,20296.0,OK,ARREFC last_date 2024-04-24; ARREFT first_date 2022-11-21; ARREFT last_date 2022-12-03; CARDFC last_date 2024-06-29; CARDFT first_date 2021-01-06; CARDFT last_date 2023-01-14; CVACFC last_date 2024-03-31; CVACFT first_date 2022-11-01; CVACFT last_date 2022-11-01; CVAFC last_date 2023-11-27; nan missing_district_step 2016-01-01,REAL,True,2000,2000,1000,circular_within_block_fw7,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C1_clean,cardiac,PPML_count_offset,sens_coverage_clean,sensitivity,early,primary_minus_2_break_window(s),13,59.0,14,14,12.499901269412161,0.023256642506050935,0.020067655994168238,"[0.02072243386712688, 0.024704644269259213, 0.011588059221964294, -0.012297057108418516, 0.036675339989553996, 0.03007071398521205, 0.04132222996786726, 0.03326677585584229]","[0.023046464626957024, 0.02427807139278654, 0.026783483982962628, 0.021663040171806595, 0.02457772514177593, 0.025786576611074002, 0.03160391913366763, 0.026542500626193177]",8.0,0.29235382308845576,0.13025423244028714,,circular_within_block_fw7,0.0,2000,685.0,6.025139448292388,20296.0,OK,ARREFC last_date 2024-04-24; ARREFT first_date 2022-11-21; ARREFT last_date 2022-12-03; CARDFC last_date 2024-06-29; CARDFT first_date 2021-01-06; CARDFT last_date 2023-01-14; CVACFC last_date 2024-03-31; CVACFT first_date 2022-11-01; CVACFT last_date 2022-11-01; CVAFC last_date 2023-11-27; nan missing_district_step 2016-01-01,REAL,True,2000,2000,1000,circular_within_block_fw7,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C1_clean,injury_share,OLS_share,sens_coverage_clean,sensitivity,early,primary_minus_1_break_window(s),14,59.0,14,14,7.130676946083197,-0.001222881811101608,0.0020021635488746987,"[0.0025731505867725396, -0.0031757095877731106, -0.0013932824634620856, -0.0018208089669662483, -0.0012057951035978963, 0.0011009057544492488, -0.0020605192997196287, -0.0038009954085156845]","[0.0027025024234015095, 0.003006890805729232, 0.002763040243685919, 0.0029092619817280944, 0.003272523608788609, 0.003852775380125407, 0.002594759744893239, 0.0026869881372150895]",8.0,0.5967016491754122,0.5226015882830444,,circular_within_block_fw7,0.0,2000,685.0,4.869390155627728,21417.0,OK,INJALS last_date 2015-12-16; nan missing_district_step 2016-01-01,REAL,True,2000,2000,1000,circular_within_block_fw7,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C1_clean,injury,PPML_count_offset,sens_coverage_clean,sensitivity,early,primary_minus_1_break_window(s),14,59.0,14,14,7.845896248122481,-0.007369570516959889,0.009579573009685474,"[0.015624298057247053, -0.014362415936142363, -0.013692854881744055, -0.01699398411176624, -0.011229439601365136, 0.005828917189499197, -0.009194957930115627, -0.014936126921291936]","[0.01339076258484531, 0.016277010302692737, 0.012876603459612692, 0.01553112863444587, 0.015870440207656596, 0.018683670294548798, 0.012479523761743265, 0.01425010145596885]",8.0,0.5647176411794103,0.44866656110952774,,circular_within_block_fw7,0.0,2000,685.0,4.773443205461226,21417.0,OK,INJALS last_date 2015-12-16; nan missing_district_step 2016-01-01,REAL,True,2000,2000,1000,circular_within_block_fw7,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C1_clean,asthma_share,OLS_share,sens_coverage_clean,sensitivity,early,primary_minus_1_break_window(s),14,59.0,14,14,12.067277862628279,0.00010273234548995269,0.0006846974150527445,"[-0.0009153288576251516, 0.00035158704625713895, 0.00011373114438138957, 0.00026513605141139404, 4.570837125535537e-06, 9.566849471820292e-05, 8.359323688172986e-05, 0.0008229008107693822]","[0.0007871080771102116, 0.0008262361182506517, 0.0007814162853266977, 0.000776809136562372, 0.0007807480724983142, 0.0007752813595822562, 0.0008986881061922498, 0.0007743859426483183]",8.0,0.24287856071964017,0.14822725972849488,,circular_within_block_fw7,0.0,2000,685.0,4.882060889551079,21417.0,OK,ASTHFC last_date 2024-12-19; ASTHFT first_date 2021-12-19; ASTHFT last_date 2023-05-21; nan missing_district_step 2016-01-01,REAL,True,2000,2000,1000,circular_within_block_fw7,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C1_clean,asthma,PPML_count_offset,sens_coverage_clean,sensitivity,early,primary_minus_1_break_window(s),14,59.0,14,14,6.985631246202934,0.029585694059065408,0.06398138372073116,"[-0.045526125565609143, 0.046301583207264144, 0.027461858440875873, 0.03846572191936183, 0.03796633521966134, 0.022610822197295447, 0.017659706252996364, 0.0917456508006774]","[0.07645070177454254, 0.0796228642262482, 0.08122676945634781, 0.07328529793548284, 0.07838305928718825, 0.07970117741152137, 0.0774680327835685, 0.07247969104403147]",8.0,0.7096451774112944,0.5381837445988722,,circular_within_block_fw7,0.0,2000,685.0,5.5939001489782605,21417.0,OK,ASTHFC last_date 2024-12-19; ASTHFT first_date 2021-12-19; ASTHFT last_date 2023-05-21; nan missing_district_step 2016-01-01,REAL,True,2000,2000,1000,circular_within_block_fw7,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C1_clean,edp_share_incl_cancelled,OLS_share,sens_incl_cancelled,sensitivity,early,primary,15,59.0,14,14,18.83502312111863,-0.0009441427502908536,0.0012335063225834852,"[0.0007354608749198659, 0.0009323695095817788, 0.0009024498000295029, -0.0028912883888237827, 0.0006086926535083722, -0.003315683724261657, -0.002042359116763819, -0.002482783610517089]","[0.0013972847769893712, 0.0014555488583488055, 0.0022378973908482045, 0.001665693688957004, 0.0020068534580001437, 0.0016184016121633365, 0.0016776210321625827, 0.0019699148797868876]",8.0,0.057971014492753624,0.0157672836443904,,circular_within_block_fw7,0.0,2000,685.0,5.099098947793548,23128.0,OK,"cancelled/never-sent dispositions included, own denominator (O1)",REAL,True,2000,2000,1000,circular_within_block_fw7,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C1_clean,edp_incl_cancelled,PPML_count_offset,sens_incl_cancelled,sensitivity,early,primary,15,59.0,14,14,22.9324105379855,0.004709954973673143,0.014032153949817308,"[0.03483609923568426, 0.021655509777703457, 0.027678158652267155, -0.023745128370631714, 0.03071460779092859, -0.030633364813984022, -0.003033426882302994, -0.01979281560027959]","[0.016689680037614583, 0.01609387585387006, 0.02487596027073131, 0.021083104431655727, 0.025505017942186636, 0.02063860952075126, 0.018943942479625782, 0.023052258388862785]",8.0,0.02348825587206397,0.0034521157983300327,,circular_within_block_fw7,0.0,2000,685.0,5.26141721320214,23128.0,OK,"cancelled/never-sent dispositions included, own denominator (O1)",REAL,True,2000,2000,1000,circular_within_block_fw7,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C1_clean,mh_narrow_share_incl_cancelled,OLS_share,sens_incl_cancelled,sensitivity,early,primary,15,59.0,14,14,11.18062659018831,-0.0010475549176777793,0.0015519801884507757,"[-0.001442289116283938, 0.0012056081330396916, 0.00046334051076952354, -0.0015586367195323542, 0.00018946595999274227, -0.0031083587158287846, -0.0013297083348997498, -0.0027998610586793655]","[0.0016588339372093856, 0.0017809944944099875, 0.0022285503037543556, 0.0019595613918134062, 0.0026274337048586573, 0.0019245528216833578, 0.0020468942929786123, 0.0021265975706270305]",8.0,0.3553223388305847,0.19167319978559344,,circular_within_block_fw7,0.0,2000,685.0,5.613130924071525,23128.0,OK,"cancelled/never-sent dispositions included, own denominator (O1)",REAL,True,2000,2000,1000,circular_within_block_fw7,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C1_clean,mh_narrow_incl_cancelled,PPML_count_offset,sens_incl_cancelled,sensitivity,early,primary,15,59.0,14,14,10.75679261808269,-0.002514556026323302,0.013516964464376429,"[0.0030541259982879844, 0.012861916164626406, 0.01615741176028744, -0.012230774720747076, 0.00814917055243064, -0.024800954416313775, 0.000741709242866912, -0.024049052792024943]","[0.014364840006625504, 0.015296476427478643, 0.019304058800500068, 0.01972018153043002, 0.026672512575958828, 0.017792653144207308, 0.019351301538945067, 0.020077752705160174]",8.0,0.35732133933033483,0.21586408445667046,,circular_within_block_fw7,0.0,2000,685.0,5.297607447556389,23128.0,OK,"cancelled/never-sent dispositions included, own denominator (O1)",REAL,True,2000,2000,1000,circular_within_block_fw7,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C2_exposed,edp_share,OLS_share,primary,primary_H1,early,primary,30,59.0,14,14,6.037934001988701,-0.00018780500227148165,0.0011351112392240215,"[0.0016649562370121716, -0.000595194660764364, 0.0008599078510399839, -0.0005843139264050851, -0.001521929474051366, -0.001686364318808875, 0.0006576804983885035, -0.0002971822245828221]","[0.0016848687179879455, 0.0014463624676452297, 0.0016463992115043082, 0.0015000414227092928, 0.0018243078214073948, 0.001555619725603225, 0.0014759958509366123, 0.001641691684986002]",8.0,0.6521739130434783,0.6429825722530061,0.7453416149068323,anchor_shift,0.0,2000,1280.0,4.372243664783736,45017.0,OK,,REAL,True,2000,2000,1000,anchor_shift,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C2_exposed,edp,PPML_count_offset,primary,primary_H1,early,primary,30,59.0,14,14,4.746450627127998,0.005906319653756266,0.011273129604051768,"[0.018432969677144202, 0.006904799881917495, 0.015355720458378467, 0.00827069680133973, -0.006381070379154074, -0.011291473410952423, 0.014976429002722492, 0.0009824851986542395]","[0.01813097559491706, 0.015139245498704445, 0.017214664093051744, 0.01618630623192184, 0.020364167297865738, 0.015703194791722525, 0.01549330581461599, 0.017337182473351965]",8.0,0.7861069465267366,0.7843001631732867,0.7861069465267366,anchor_shift,0.0,2000,1280.0,4.484801523307245,45017.0,OK,,REAL,True,2000,2000,1000,anchor_shift,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C2_exposed,mh_narrow_share,OLS_share,primary,primary_H1,early,primary,30,59.0,14,14,7.982304778629119,-0.0006729946648840767,0.0013312540176681814,"[0.001049673358758493, -0.0008587727590698266, 0.001079574716029569, -0.0009103705416461165, -0.0023040794760551034, -0.002335532288383292, -2.4359507312723716e-05, -0.0010800908213936132]","[0.0018145919616537184, 0.001697982732664979, 0.001788343260029244, 0.0017516535353378163, 0.0020187425102443134, 0.0016265398559968888, 0.0016582113465596767, 0.001864943086579793]",8.0,0.4522738630684658,0.435200558724686,0.6596701649175413,anchor_shift,0.0,2000,1280.0,4.5045001460634,45017.0,OK,,REAL,True,2000,2000,1000,anchor_shift,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C2_exposed,mh_narrow,PPML_count_offset,primary,primary_H1,early,primary,30,59.0,14,14,7.571175055636396,0.001967196513205132,0.010788222144677808,"[0.011688802578397325, 0.006153452758271849, 0.014031982900779874, 0.0065020742842035895, -0.012116391107822205, -0.014571725265734387, 0.007577243240431535, -0.003527867282886519]","[0.01519047147319636, 0.014119259841433158, 0.015151405178420242, 0.015278824874787671, 0.018074905388015778, 0.012963077573158423, 0.013937663719431831, 0.015496558063134842]",8.0,0.4947526236881559,0.4764379210958205,0.6596701649175413,anchor_shift,0.0,2000,1280.0,4.483792326454242,45017.0,OK,,REAL,True,2000,2000,1000,anchor_shift,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C2_exposed,edp,PPML_count_no_offset,diag_raw_count,diagnostic,early,primary,30,59.0,14,14,9.24266903489183,-0.004416013064229983,0.011257153006237117,"[0.010849211164236367, 0.0015092408355364634, 0.012830571041510823, -0.004774303698452141, -0.022064889342716658, -0.023953682027034538, 1.0645709474118344e-05, -0.009734898196394299]","[0.016541008237226238, 0.01579342181973664, 0.01707913613732121, 0.018124935264052913, 0.0183584274623716, 0.013835547735635119, 0.01645256342341785, 0.01824440151552621]",8.0,0.33683158420789605,0.3222402283221467,,anchor_shift,0.0,2000,1280.0,4.383371113818476,45017.0,OK,"PPML on the count, no offset, every district-day (addendum 23.3, 30)",REAL,True,2000,2000,1000,anchor_shift,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C2_exposed,mh_narrow,PPML_count_no_offset,diag_raw_count,diagnostic,early,primary,30,59.0,14,14,14.156734023557137,-0.008397737518201925,0.010883163683787946,"[0.0039652724185861915, 0.0005726417861241451, 0.011306342737876333, -0.006662694598889185, -0.027771028166237097, -0.027202036469091632, -0.00733003092037525, -0.01406036693360891]","[0.014345397915406713, 0.014779774361939241, 0.015795378970085885, 0.0175113780569853, 0.016325546900655595, 0.012596187730873495, 0.015127177545337041, 0.016636183950859633]",8.0,0.1054472763618191,0.0777705687384893,,anchor_shift,0.0,2000,1280.0,4.493547534638057,45017.0,OK,"PPML on the count, no offset, every district-day (addendum 23.3, 30)",REAL,True,2000,2000,1000,anchor_shift,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C2_exposed,total_calls,PPML_count_no_offset,diag_total_dispatches,diagnostic,early,primary,30,59.0,14,14,4.526875452739658,-0.010035387471962334,0.007662703750574307,"[-0.008263714545828055, -0.006415903614593592, -0.003408791492449891, -0.012991173576813179, -0.01526063093201318, -0.012761349626663334, -0.012304710772654583, -0.008876825214682854]","[0.009756063186805573, 0.010157967905082348, 0.00904002379866979, 0.009628771213430306, 0.009920545215780117, 0.009845088325325388, 0.010442279304847027, 0.010720951596022507]",8.0,0.7481259370314842,0.8067383181641548,,anchor_shift,0.0,2000,1280.0,4.4619099900409935,45017.0,OK,"PPML on total dispatches, no offset, every district-day (addendum 23.3, 30)",REAL,True,2000,2000,1000,anchor_shift,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C2_exposed,cardiac_share,OLS_share,placebo,placebo,early,primary,30,59.0,14,14,5.230088743568327,0.0011750095071040314,0.0010902268702001627,"[0.001890355356724951, -0.0006628656490977705, 0.001147911576212686, 0.0015186030956601433, 0.0010534852100185942, 0.0018272515510680519, 0.0012412152224084213, 0.0013841196938371744]","[0.0013533059570015977, 0.0015355597968420048, 0.0013624073395217143, 0.001361746291679179, 0.0014088722842053865, 0.0013967427278689867, 0.00137382497607858, 0.0014145672688036072]",8.0,0.7736131934032984,0.7327246731236067,,anchor_shift,0.0,2000,1280.0,4.624922410238226,45017.0,OK,"falsification, not confirmation",REAL,True,2000,2000,1000,anchor_shift,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C2_exposed,cardiac,PPML_count_offset,placebo,placebo,early,primary,30,59.0,14,14,3.920044750081038,0.00987936777175524,0.012692497462044537,"[0.013983933605738078, -0.006494712703517771, 0.007976168840428196, 0.013582829537942117, 0.008761685647748945, 0.018852124364114004, 0.015278362593215833, 0.0070945502883725175]","[0.016069959298937717, 0.018067096049201103, 0.015409857609312613, 0.015829325552653907, 0.016638265090666945, 0.015155286961395904, 0.014706831237760636, 0.015909682713657447]",8.0,0.8865567216391804,0.8642642508567251,,anchor_shift,0.0,2000,1280.0,4.479556054093926,45017.0,OK,"falsification, not confirmation",REAL,True,2000,2000,1000,anchor_shift,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C2_exposed,injury_share,OLS_share,placebo,placebo,early,primary,30,59.0,14,14,11.294295777448196,-3.781287882783502e-05,0.0015337698865638026,"[0.0022009417376812274, 0.0016915585259179172, -0.0006638374397181393, 0.0005698514057813358, 0.0007974651414376935, -0.002201526048471664, 0.0006066979583743275, -0.0033036543116253783]","[0.002143421828787617, 0.0018802621635604301, 0.001993058800804163, 0.002108584670825096, 0.002000594649357632, 0.002136042700231533, 0.0021380813808053963, 0.0021329310745674887]",8.0,0.20739630184907545,0.1855750289525572,,anchor_shift,0.0,2000,1280.0,4.357802322291464,45017.0,OK,"falsification, not confirmation",REAL,True,2000,2000,1000,anchor_shift,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C2_exposed,injury,PPML_count_offset,placebo,placebo,early,primary,30,59.0,14,14,11.408182584537261,-0.0012425256110082496,0.0075850607271677395,"[0.012042171323846105, 0.006567739802984427, -0.001017833369180701, -0.0019539117551755423, 0.004230751188349823, -0.013372493310816662, -0.0011601042744226041, -0.015276524493650842]","[0.01058229600002881, 0.009037462937591275, 0.009667630193973004, 0.010253416366032189, 0.010263653792699898, 0.010756985902882987, 0.010291426171140006, 0.01032669464367666]",8.0,0.20389805097451275,0.1796259557319266,,anchor_shift,0.0,2000,1280.0,4.255650278250256,45017.0,OK,"falsification, not confirmation",REAL,True,2000,2000,1000,anchor_shift,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C2_exposed,asthma_share,OLS_share,placebo,placebo,early,primary,30,59.0,14,14,2.586570677797848,0.0003166477988068619,0.00026204179872779687,"[0.00033534583563423875, 0.00019819687162847308, 0.00021162597589041292, 0.0002649313930403431, 0.0005406534234184377, 0.00039391336737070256, 0.00022839332058817408, 0.000360122202884113]","[0.00036273056703162, 0.0003744677837802115, 0.0003382528658019316, 0.00032037063758098085, 0.00039487416889665076, 0.00035480087016150064, 0.00031721377517395096, 0.00034669586328228897]",8.0,0.9630184907546226,0.9575716750038424,,anchor_shift,0.0,2000,1280.0,4.456488105567781,45017.0,OK,"falsification, not confirmation",REAL,True,2000,2000,1000,anchor_shift,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C2_exposed,asthma,PPML_count_offset,placebo,placebo,early,primary,30,59.0,14,14,2.383189037643079,0.031923311730079826,0.05028537974951556,"[0.05561834185853632, 0.023369172901982472, 0.0020540055052142613, 0.0023578107850380286, 0.0659241327021584, 0.04034723546318474, 0.03322455390545726, 0.03249124071906711]","[0.06353428107058649, 0.07063131577720916, 0.06200521280579703, 0.06210747157298998, 0.06999482649649429, 0.06342559160615677, 0.06102792286438242, 0.06322020504846272]",8.0,0.9675162418790605,0.9669555613057249,,anchor_shift,0.0,2000,1280.0,4.335548003116543,45017.0,OK,"falsification, not confirmation",REAL,True,2000,2000,1000,anchor_shift,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C2_exposed,edp_share,OLS_share,sens_post28,sensitivity,early,primary,30,59.0,28,14,6.225010620138094,-0.00021007993466119344,0.0010934961443386988,"[0.0016154650240116932, -0.000538482087942459, 0.0008747173324986421, -0.0006267754913857126, -0.0015819783774988039, -0.0017437407139285965, 0.0006575884727192483, -0.00033743363576355887]","[0.0016814299686389788, 0.0014044751761003655, 0.001604605589786071, 0.0014712612791081862, 0.0017822294939642011, 0.001496449895331769, 0.0014668407308957732, 0.0016240446325809467]",8.0,0.6176911544227887,0.6220433844945845,,anchor_shift,0.0,2000,1280.0,4.193610406958011,58292.0,OK,28-day post window (addendum 3); placebo starts drawn on the certified 14-day geometry; tails truncate at the stratum edge (addendum 17),REAL,True,2000,2000,1000,anchor_shift,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
C2_exposed,edp,PPML_count_offset,sens_post28,sensitivity,early,primary,30,59.0,28,14,5.127267440861277,0.00571670467466096,0.01081361563189813,"[0.017968478011450177, 0.0076746561983527025, 0.015848383227311098, 0.007647264864934309, -0.0073353850927688185, -0.012043069577466637, 0.015101981443254565, 0.000871328322220286]","[0.018079177744591984, 0.014697207184276388, 0.016958328043316057, 0.015905901034303827, 0.019865122126730105, 0.015058154527747098, 0.015414471323881958, 0.01704068503986467]",8.0,0.7141429285357321,0.743891062301363,,anchor_shift,0.0,2000,1280.0,4.183835841963444,58292.0,OK,28-day post window (addendum 3); placebo starts drawn on the certified 14-day geometry; tails truncate at the stratum edge (addendum 17),REAL,True,2000,2000,1000,anchor_shift,0,resume with 2 workers after a second out-of-memory kill of the process pool at 20:17:13Z (a worker reached 4.96 GB on the pooled stratum's 60-day cells under 3 workers); the automatic 3-worker retry (start row 6) was stopped by hand at 20:19Z; parallelism changes no number (every cell is seeded from its own identity); no sealed result existed; cells resume from their ledgers
